Entity,Code,Year,Inbound arrivals (same-night) per 1000 people
Egypt,EGY,2018,1.4459118
Egypt,EGY,2019,1.4296714
El Salvador,SLV,2000,12.083614
El Salvador,SLV,2001,11.52285
El Salvador,SLV,2002,14.472796
El Salvador,SLV,2003,12.942076
El Salvador,SLV,2004,13.08889
El Salvador,SLV,2005,29.646477
El Salvador,SLV,2006,36.788837
El Salvador,SLV,2007,63.03637
El Salvador,SLV,2008,80.750046
El Salvador,SLV,2009,64.19116
El Salvador,SLV,2010,74.58245
El Salvador,SLV,2011,73.3215
El Salvador,SLV,2012,78.39264
El Salvador,SLV,2013,87.13729
El Salvador,SLV,2014,87.124176
El Salvador,SLV,2015,91.63752
El Salvador,SLV,2016,98.87189
El Salvador,SLV,2017,110.26606
El Salvador,SLV,2018,136.76761
El Salvador,SLV,2019,139.00783
El Salvador,SLV,2020,34.484215
El Salvador,SLV,2021,34.367172
Estonia,EST,1995,1087.5723
Estonia,EST,1996,1240.0065
Estonia,EST,1997,1328.8864
Estonia,EST,1998,1476.8086
Estonia,EST,1999,1589.6042
Estonia,EST,2000,1496.1904
Estonia,EST,2001,1376.0807
Estonia,EST,2002,1371.044
Estonia,EST,2003,1397.8636
Estonia,EST,2004,209.176
Estonia,EST,2005,226.6243
Estonia,EST,2006,232.41809
Estonia,EST,2007,220.05466
Estonia,EST,2008,1201.185
Estonia,EST,2009,1239.3625
Estonia,EST,2010,1395.3821
Estonia,EST,2011,1569.9451
Estonia,EST,2012,1549.8812
Estonia,EST,2013,1992.4354
Estonia,EST,2014,2011.3638
Estonia,EST,2015,2080.389
Estonia,EST,2016,2136.135
Estonia,EST,2017,2201.814
Estonia,EST,2018,2123.0635
Estonia,EST,2019,2084.3396
Estonia,EST,2020,506.22476
Estonia,EST,2021,377.81177
Eswatini,SWZ,2005,321.8599
Eswatini,SWZ,2006,303.41074
Eswatini,SWZ,2007,333.0212
Eswatini,SWZ,2008,394.53705
Eswatini,SWZ,2009,398.21353
Eswatini,SWZ,2010,431.84723
Eswatini,SWZ,2011,406.19553
Eswatini,SWZ,2012,350.89203
Eswatini,SWZ,2013,295.9773
Eswatini,SWZ,2014,342.84537
Eswatini,SWZ,2015,337.76007
Eswatini,SWZ,2016,290.58344
Eswatini,SWZ,2017,366.5113
Eswatini,SWZ,2018,426.9969
Eswatini,SWZ,2019,466.81827
Eswatini,SWZ,2020,128.40244
Eswatini,SWZ,2021,33.884857
Fiji,FJI,1995,199.43275
Fiji,FJI,1996,243.55275
Fiji,FJI,1997,233.66374
Fiji,FJI,1998,157.25511
Fiji,FJI,1999,162.73354
Fiji,FJI,2000,168.16493
Fiji,FJI,2001,116.48307
Fiji,FJI,2002,74.12663
Fiji,FJI,2003,23.301712
Fiji,FJI,2004,10.384228
Fiji,FJI,2005,2.2858999
Fiji,FJI,2007,2.2455385
Fiji,FJI,2008,46.836945
Fiji,FJI,2009,69.89206
Fiji,FJI,2010,66.28545
Fiji,FJI,2011,64.95229
Fiji,FJI,2012,87.80913
Fiji,FJI,2013,119.87297
Fiji,FJI,2014,95.677475
Fiji,FJI,2015,124.2901
Fiji,FJI,2016,186.19926
Fiji,FJI,2017,200.21283
Fiji,FJI,2018,204.56973
Fiji,FJI,2019,81.657364
Fiji,FJI,2020,23.141357
Finland,FIN,1998,152.90437
Finland,FIN,1999,175.97522
Finland,FIN,2000,207.68098
Finland,FIN,2001,274.86472
Finland,FIN,2002,348.42215
Finland,FIN,2003,369.4616
Finland,FIN,2004,385.2228
Finland,FIN,2005,361.79465
Finland,FIN,2006,374.0803
Finland,FIN,2007,419.1961
Finland,FIN,2008,468.442
Finland,FIN,2009,425.56277
Finland,FIN,2010,468.37018
Finland,FIN,2011,569.3952
Finland,FIN,2012,629.86426
France,FRA,1996,1489.9733
France,FRA,1997,1572.6313
France,FRA,2004,1927.3335
France,FRA,2005,1831.7775
France,FRA,2006,1903.605
France,FRA,2007,1833.803
France,FRA,2008,1852.7405
France,FRA,2009,1861.795
France,FRA,2010,1812.4716
France,FRA,2011,1849.3906
France,FRA,2012,1831.9393
France,FRA,2013,1906.9338
France,FRA,2014,1932.7081
France,FRA,2015,1862.5831
France,FRA,2016,1880.9388
France,FRA,2017,1878.8324
France,FRA,2018,1908.528
France,FRA,2019,1971.4825
France,FRA,2020,1169.7261
France,FRA,2021,1439.6392
French Guiana,GUF,2005,8.446323
French Polynesia,PYF,1995,60.487183
French Polynesia,PYF,1996,85.03401
French Polynesia,PYF,1997,87.84883
French Polynesia,PYF,1998,90.57523
French Polynesia,PYF,1999,101.28346
French Polynesia,PYF,2007,89.86729
French Polynesia,PYF,2008,110.49094
French Polynesia,PYF,2009,106.272934
French Polynesia,PYF,2010,88.09176
French Polynesia,PYF,2011,115.67786
French Polynesia,PYF,2012,143.06102
French Polynesia,PYF,2013,173.5888
French Polynesia,PYF,2014,165.58575
French Polynesia,PYF,2015,188.48785
French Polynesia,PYF,2016,166.92102
French Polynesia,PYF,2017,186.15292
French Polynesia,PYF,2018,158.93016
French Polynesia,PYF,2019,210.18916
French Polynesia,PYF,2020,41.068443
Gabon,GAB,1995,66.847244
Gabon,GAB,1996,60.83772
Gabon,GAB,1997,63.56918
Gabon,GAB,1998,59.51205
Gabon,GAB,1999,61.251892
Gabon,GAB,2000,54.990765
Gabon,GAB,2001,49.747704
Gabon,GAB,2002,44.71952
Gabon,GAB,2003,8.705708
Gabon,GAB,2004,75.505516
Gabon,GAB,2005,176.22511
Georgia,GEO,2010,251.50945
Georgia,GEO,2011,230.00433
Georgia,GEO,2012,432.6617
Georgia,GEO,2013,546.74756
Georgia,GEO,2014,547.13116
Georgia,GEO,2015,595.0463
Georgia,GEO,2016,555.8042
Georgia,GEO,2017,639.86255
Georgia,GEO,2018,648.40686
Georgia,GEO,2019,701.5196
Georgia,GEO,2020,113.12001
Georgia,GEO,2021,38.318417
Greece,GRC,1995,54.250923
Greece,GRC,1996,50.81541
Greece,GRC,1997,47.630985
Greece,GRC,1998,40.95261
Greece,GRC,1999,40.204254
Greece,GRC,2000,42.760937
Greece,GRC,2001,56.086506
Greece,GRC,2002,66.50674
Greece,GRC,2003,73.35411
Greece,GRC,2004,85.91924
Greece,GRC,2005,105.54778
Greece,GRC,2006,112.100586
Greece,GRC,2013,200.83374
Greece,GRC,2014,206.11302
Greece,GRC,2015,232.7272
Greece,GRC,2016,304.28638
Greece,GRC,2017,277.4912
Greece,GRC,2018,277.33694
Greece,GRC,2019,251.20044
Greece,GRC,2020,2.9869964
Greece,GRC,2021,51.793293
Grenada,GRD,1995,2507.807
Grenada,GRD,1996,2651.1033
Grenada,GRD,1997,2434.5652
Grenada,GRD,1998,2598.5276
Grenada,GRD,1999,2377.3645
Grenada,GRD,2000,1740.4739
Grenada,GRD,2001,1426.6525
Grenada,GRD,2002,1284.112
Grenada,GRD,2003,1397.7012
Grenada,GRD,2004,2154.6804
Grenada,GRD,2005,2548.3367
Grenada,GRD,2006,2017.9089
Grenada,GRD,2007,2461.0703
Grenada,GRD,2008,2648.9595
Grenada,GRD,2009,3054.918
Grenada,GRD,2010,2937.1023
Grenada,GRD,2011,2853.8367
Grenada,GRD,2012,2113.3442
Grenada,GRD,2013,1701.5237
Grenada,GRD,2014,2008.7129
Grenada,GRD,2015,2369.8674
Grenada,GRD,2016,2650.5964
Grenada,GRD,2017,2480.692
Grenada,GRD,2018,2814.8672
Grenada,GRD,2019,2753.8557
Grenada,GRD,2020,1313.9595
Grenada,GRD,2021,200.60341
Guadeloupe,GLP,1995,1012.2118
Guadeloupe,GLP,1996,1462.0582
Guadeloupe,GLP,1997,1114.1982
Guadeloupe,GLP,1998,785.899
Guadeloupe,GLP,1999,688.18274
Guadeloupe,GLP,2000,924.38007
Guadeloupe,GLP,2001,565.05493
Guadeloupe,GLP,2002,354.38235
Guadeloupe,GLP,2003,314.4289
Guadeloupe,GLP,2004,254.50772
Guadeloupe,GLP,2005,181.03183
Guadeloupe,GLP,2006,179.58067
Guadeloupe,GLP,2007,229.07225
Guadeloupe,GLP,2008,285.9992
Guadeloupe,GLP,2009,275.64764
Guadeloupe,GLP,2010,260.49872
Guadeloupe,GLP,2011,253.00568
Guadeloupe,GLP,2012,401.99707
Guadeloupe,GLP,2013,392.69196
Guadeloupe,GLP,2014,583.7508
Guadeloupe,GLP,2015,776.75934
Guadeloupe,GLP,2016,693.7096
Guadeloupe,GLP,2017,805.99054
Guadeloupe,GLP,2018,1087.634
Guatemala,GTM,2004,0.85586905
Guatemala,GTM,2005,1.3706121
Guatemala,GTM,2006,2.6095252
Guatemala,GTM,2007,13.068928
Guatemala,GTM,2008,13.448311
Guatemala,GTM,2009,17.95305
Guatemala,GTM,2010,18.152906
Guatemala,GTM,2011,18.53917
Guatemala,GTM,2012,19.235464
Guatemala,GTM,2013,18.868338
Guatemala,GTM,2014,23.41899
Guatemala,GTM,2015,24.498308
Guatemala,GTM,2016,19.704126
Guatemala,GTM,2017,27.384506
Guatemala,GTM,2018,37.091602
Guatemala,GTM,2019,47.187187
Guatemala,GTM,2020,11.421024
Guatemala,GTM,2021,3.6289325
Haiti,HTI,1995,29.499222
Haiti,HTI,1996,32.17254
Haiti,HTI,1997,30.068815
Haiti,HTI,1998,30.517681
Haiti,HTI,1999,29.601862
Haiti,HTI,2000,36.482277
Haiti,HTI,2001,41.94213
Haiti,HTI,2002,39.484867
Haiti,HTI,2003,43.34876
Haiti,HTI,2004,32.249084
Haiti,HTI,2005,40.38674
Haiti,HTI,2006,48.56311
Haiti,HTI,2007,51.163208
Haiti,HTI,2008,52.217953
Haiti,HTI,2009,45.115196
Haiti,HTI,2010,54.658783
Haiti,HTI,2011,59.973972
Haiti,HTI,2012,60.34501
Haiti,HTI,2013,62.760662
Haiti,HTI,2014,63.614372
Haiti,HTI,2015,63.80303
Haiti,HTI,2016,66.08272
Haiti,HTI,2017,73.18053
Haiti,HTI,2018,80.363754
Haiti,HTI,2019,58.42063
Haiti,HTI,2020,10.524636
Haiti,HTI,2021,0
Honduras,HND,1996,1.3385643
Honduras,HND,1997,0.48827195
Honduras,HND,1998,0.4755459
Honduras,HND,1999,8.799868
Honduras,HND,2000,32.748825
Honduras,HND,2001,22.521664
Honduras,HND,2002,34.04601
Honduras,HND,2003,38.32331
Honduras,HND,2004,52.143944
Honduras,HND,2005,58.826523
Honduras,HND,2006,51.38664
Honduras,HND,2007,63.726723
Honduras,HND,2008,85.536804
Honduras,HND,2009,91.09241
Honduras,HND,2010,130.51808
Honduras,HND,2011,113.656
Honduras,HND,2012,114.75859
Honduras,HND,2013,110.929405
Honduras,HND,2014,132.99954
Honduras,HND,2015,130.39955
Honduras,HND,2016,146.92207
Honduras,HND,2017,134.41579
Honduras,HND,2018,150.82426
Honduras,HND,2019,159.65727
Honduras,HND,2020,45.940617
Honduras,HND,2021,35.706135
Hong Kong,HKG,1995,0.8007868
Hong Kong,HKG,1996,1.1052434
Hong Kong,HKG,1997,1.2419959
Hong Kong,HKG,1998,461.80515
Hong Kong,HKG,1999,525.7485
Hong Kong,HKG,2000,630.7944
Hong Kong,HKG,2001,712.63293
Hong Kong,HKG,2002,858.24664
Hong Kong,HKG,2003,851.09
Hong Kong,HKG,2004,1179.2949
Hong Kong,HKG,2005,1237.7336
Hong Kong,HKG,2006,1354.7683
Hong Kong,HKG,2007,1573.2451
Hong Kong,HKG,2008,1728.4874
Hong Kong,HKG,2009,1785.1605
Hong Kong,HKG,2010,2235.5613
Hong Kong,HKG,2011,2732.2632
Hong Kong,HKG,2012,3434.4465
Hong Kong,HKG,2013,3924.7234
Hong Kong,HKG,2014,4497.7676
Hong Kong,HKG,2015,4408.4707
Hong Kong,HKG,2016,4048.185
Hong Kong,HKG,2017,4099.4395
Hong Kong,HKG,2018,4796.4575
Hong Kong,HKG,2019,4290.2188
Hong Kong,HKG,2020,294.62915
Hong Kong,HKG,2021,0.26685953
Hungary,HUN,2004,2151.865
Hungary,HUN,2005,2600.2793
Hungary,HUN,2006,2889.412
Hungary,HUN,2007,3061.4956
Hungary,HUN,2008,3066.7905
Hungary,HUN,2009,3153.7937
Hungary,HUN,2010,3043.4075
Hungary,HUN,2011,3119.9868
Hungary,HUN,2012,3347.2642
Hungary,HUN,2013,3333.8262
Hungary,HUN,2014,3429.7043
Hungary,HUN,2015,3456.7388
Hungary,HUN,2016,3834.3958
Hungary,HUN,2017,4002.0676
Hungary,HUN,2018,4103.265
Hungary,HUN,2019,4549.8276
Hungary,HUN,2020,2484.3674
Hungary,HUN,2021,2961.7961
Iceland,ISL,1995,78.44924
Iceland,ISL,1996,81.741844
Iceland,ISL,1997,77.387115
Iceland,ISL,1998,83.85224
Iceland,ISL,1999,64.83356
Iceland,ISL,2000,88.819725
Iceland,ISL,2001,98.16123
Iceland,ISL,2002,104.23942
Iceland,ISL,2003,106.96811
Iceland,ISL,2004,153.91772
Iceland,ISL,2005,185.16212
Iceland,ISL,2006,180.86989
Iceland,ISL,2007,173.15518
Iceland,ISL,2008,185.69693
Iceland,ISL,2009,216.43053
Iceland,ISL,2010,219.88654
Iceland,ISL,2011,197.30167
Iceland,ISL,2012,286.61508
Iceland,ISL,2013,285.1535
Iceland,ISL,2014,319.85352
Iceland,ISL,2015,302.05276
Iceland,ISL,2016,294.92636
Iceland,ISL,2017,372.48175
Iceland,ISL,2018,409.97192
Iceland,ISL,2019,523.8548
Iceland,ISL,2020,3.5453062
Iceland,ISL,2021,51.304485
India,IND,1995,0.019703839
India,IND,1996,0.02034006
India,IND,1997,0.020951074
India,IND,1998,0.02251735
India,IND,1999,0.024987986
India,IND,2000,0.026424227
India,IND,2001,0.05004769
India,IND,2002,0.040061437
India,IND,2003,0.04295628
India,IND,2004,0.04840422
India,IND,2005,0.10306254
India,IND,2006,0.15268168
India,IND,2007,0.13616972
India,IND,2008,0.07458142
India,IND,2009,0.10378868
India,IND,2010,0.08463553
India,IND,2019,0.11568116
India,IND,2020,0.032942157
India,IND,2021,0.014919394
Indonesia,IDN,2015,1.7136772
Indonesia,IDN,2016,1.7070831
Indonesia,IDN,2017,4.1285625
Indonesia,IDN,2018,9.038936
Indonesia,IDN,2019,2.4185512
Indonesia,IDN,2020,0.50541097
Indonesia,IDN,2021,0.040912766
Iran,IRN,2021,1.2169679
Ireland,IRL,1996,67.92866
Ireland,IRL,1997,92.30371
Ireland,IRL,1998,98.94881
Ireland,IRL,1999,92.47516
Ireland,IRL,2000,91.53733
Ireland,IRL,2001,89.84024
Ireland,IRL,2002,78.32048
Ireland,IRL,2003,84.371
Ireland,IRL,2004,86.55838
Ireland,IRL,2005,89.0513
Ireland,IRL,2006,100.12258
Ireland,IRL,2007,96.79252
Ireland,IRL,2008,123.75368
Ireland,IRL,2009,106.44925
Ireland,IRL,2010,97.02556
Ireland,IRL,2011,107.6025
Ireland,IRL,2012,104.72007
Ireland,IRL,2013,129.66267
Ireland,IRL,2014,167.88669
Ireland,IRL,2015,191.60849
Ireland,IRL,2016,245.3459
Ireland,IRL,2017,252.52208
Ireland,IRL,2018,277.17413
Ireland,IRL,2019,296.15887
Israel,ISR,1995,58.042564
Israel,ISR,1996,46.32524
Israel,ISR,1997,49.62321
Israel,ISR,1998,43.956013
Israel,ISR,1999,42.375065
Israel,ISR,2000,41.68741
Israel,ISR,2001,3.6870887
Israel,ISR,2002,0.04719432
Israel,ISR,2004,0.030321453
Israel,ISR,2005,1.9362183
Israel,ISR,2006,1.3173144
Israel,ISR,2007,32.652443
Israel,ISR,2008,65.304695
Israel,ISR,2009,58.05794
Israel,ISR,2010,87.46747
Israel,ISR,2011,72.65659
Israel,ISR,2012,83.63959
Israel,ISR,2013,74.805786
Israel,ISR,2014,41.2012
Israel,ISR,2015,38.587486
Israel,ISR,2016,20.835848
Israel,ISR,2017,30.08693
Israel,ISR,2018,31.809898
Israel,ISR,2019,41.008736
Israel,ISR,2020,6.3945284
Israel,ISR,2021,0.674153
Italy,ITA,1995,433.39978
Italy,ITA,1996,452.1347
Italy,ITA,1997,409.4101
Italy,ITA,1998,413.901
Italy,ITA,1999,403.98584
Italy,ITA,2000,377.80167
Italy,ITA,2001,375.41895
Italy,ITA,2002,416.0919
Italy,ITA,2003,407.86987
Italy,ITA,2004,370.00958
Italy,ITA,2005,390.3273
Italy,ITA,2006,432.9119
Italy,ITA,2007,452.8358
Italy,ITA,2008,472.5262
Italy,ITA,2009,477.69714
Italy,ITA,2010,494.7808
Italy,ITA,2011,495.56897
Italy,ITA,2012,497.30728
Italy,ITA,2013,481.7899
Italy,ITA,2014,482.70312
Italy,ITA,2015,503.64496
Italy,ITA,2016,541.46277
Italy,ITA,2017,527.9313
Italy,ITA,2018,528.77014
Italy,ITA,2019,517.11145
Italy,ITA,2020,222.33398
Italy,ITA,2021,224.47543
Jamaica,JAM,1995,241.09647
Jamaica,JAM,1996,259.7818
Jamaica,JAM,1997,278.6745
Jamaica,JAM,1998,261.5882
Jamaica,JAM,1999,294.26764
Jamaica,JAM,2000,347.59933
Jamaica,JAM,2001,319.95
Jamaica,JAM,2002,327.8691
Jamaica,JAM,2003,427.3804
Jamaica,JAM,2004,412.90872
Jamaica,JAM,2005,424.37656
Jamaica,JAM,2006,497.08923
Jamaica,JAM,2007,436.83932
Jamaica,JAM,2008,402.74722
Jamaica,JAM,2009,338.67114
Jamaica,JAM,2010,332.85733
Jamaica,JAM,2011,409.6616
Jamaica,JAM,2012,478.29224
Jamaica,JAM,2013,456.1626
Jamaica,JAM,2014,511.39468
Jamaica,JAM,2015,561.46906
Jamaica,JAM,2016,590.7163
Jamaica,JAM,2017,684.73444
Jamaica,JAM,2018,656.50916
Jamaica,JAM,2019,551.92737
Jamaica,JAM,2020,159.3015
Jamaica,JAM,2021,25.108736
Jordan,JOR,1995,1.57014
Jordan,JOR,1996,3.4717062
Jordan,JOR,1997,3.1687913
Jordan,JOR,1998,343.9011
Jordan,JOR,1999,291.06537
Jordan,JOR,2000,221.51146
Jordan,JOR,2001,263.78412
Jordan,JOR,2002,434.6482
Jordan,JOR,2003,416.41016
Jordan,JOR,2004,494.17743
Jordan,JOR,2005,498.54355
Jordan,JOR,2006,551.0612
Jordan,JOR,2007,478.56943
Jordan,JOR,2008,508.37646
Jordan,JOR,2009,485.95178
Jordan,JOR,2010,558.4841
Jordan,JOR,2011,401.26694
Jordan,JOR,2012,298.39713
Jordan,JOR,2013,187.65875
Jordan,JOR,2014,154.42313
Jordan,JOR,2015,110.3826
Jordan,JOR,2016,67.13727
Jordan,JOR,2017,70.63856
Jordan,JOR,2018,73.80593
Jordan,JOR,2019,81.52406
Jordan,JOR,2020,15.829845
Jordan,JOR,2021,31.125854
Kazakhstan,KAZ,2000,13.91418
Kazakhstan,KAZ,2001,55.492706
Kazakhstan,KAZ,2002,55.153667
Kazakhstan,KAZ,2003,53.643097
Kazakhstan,KAZ,2004,78.469666
Kazakhstan,KAZ,2005,78.05187
Kazakhstan,KAZ,2006,78.30497
Kazakhstan,KAZ,2007,89.65311
Kazakhstan,KAZ,2008,68.65672
Kazakhstan,KAZ,2009,62.125187
Kazakhstan,KAZ,2010,66.51495
Kazakhstan,KAZ,2011,94.397125
Kazakhstan,KAZ,2012,100.91875
Kazakhstan,KAZ,2013,110.40179
Kazakhstan,KAZ,2014,100.78275
Kenya,KEN,1995,2.0834613
Kenya,KEN,1996,2.0278294
Kenya,KEN,1997,2.538405
Kenya,KEN,1998,3.500658
Kenya,KEN,1999,3.5708175
Kenya,KEN,2000,4.4730253
Kenya,KEN,2001,4.811269
Kenya,KEN,2002,4.972571
Kenya,KEN,2003,6.485599
Kenya,KEN,2004,4.656265
Kenya,KEN,2005,2.231955
Kenya,KEN,2006,3.7101972
Kenya,KEN,2007,3.4440336
Kenya,KEN,2008,1.5821615
Kenya,KEN,2009,2.427879
Kenya,KEN,2010,3.3479538
Kenya,KEN,2011,1.7122023
Kenya,KEN,2012,2.1040206
Kenya,KEN,2013,1.9199699
Kenya,KEN,2014,1.9418806
Kenya,KEN,2015,1.4087063
Kenya,KEN,2016,1.5032989
Kenya,KEN,2017,1.7365317
Kiribati,KIR,1999,174.09431
Kiribati,KIR,2000,96.803246
Kiribati,KIR,2001,109.34032
Kiribati,KIR,2002,1240.1523
Kiribati,KIR,2003,1327.4524
Kiribati,KIR,2004,628.64325
Kiribati,KIR,2005,469.54095
Kiribati,KIR,2006,63.93926
Kiribati,KIR,2007,270.55374
Kiribati,KIR,2014,28.695152
Kiribati,KIR,2015,36.841248
Kiribati,KIR,2016,16.029833
Kiribati,KIR,2017,14.122182
Kiribati,KIR,2018,15.538617
Kiribati,KIR,2019,32.997456
Laos,LAO,1995,58.042404
Laos,LAO,1996,61.460133
Laos,LAO,1997,52.4217
Laos,LAO,1998,57.17638
Laos,LAO,1999,66.47865
Laos,LAO,2000,100.53653
Laos,LAO,2001,90.76557
Laos,LAO,2002,92.93443
Laos,LAO,2003,77.34126
Laos,LAO,2004,84.60222
Laos,LAO,2005,72.27101
Laos,LAO,2006,62.72495
Laos,LAO,2007,79.783424
Laos,LAO,2008,72.03551
Laos,LAO,2009,123.43632
Laos,LAO,2010,133.31383
Laos,LAO,2011,129.35742
Laos,LAO,2012,159.6299
Laos,LAO,2013,163.46661
Laos,LAO,2014,148.69684
Laos,LAO,2015,168.10512
Laos,LAO,2016,134.08083
Laos,LAO,2017,87.4545
Laos,LAO,2018,58.690998
Laos,LAO,2019,56.43327
Laos,LAO,2020,10.219421
Latvia,LVA,1996,452.98718
Latvia,LVA,1997,475.813
Latvia,LVA,1998,497.49567
Latvia,LVA,1999,483.85297
Latvia,LVA,2000,587.243
Latvia,LVA,2001,613.75305
Latvia,LVA,2002,612.6002
Latvia,LVA,2003,653.3464
Latvia,LVA,2004,863.2828
Latvia,LVA,2005,1190.239
Latvia,LVA,2006,1410.6702
Latvia,LVA,2007,1646.5546
Latvia,LVA,2008,1772.6843
Latvia,LVA,2009,1600.9271
Latvia,LVA,2010,1745.865
Latvia,LVA,2011,1947.5448
Latvia,LVA,2012,2013.016
Latvia,LVA,2013,2109.7805
Latvia,LVA,2014,2189.4146
Latvia,LVA,2015,2418.7341
Latvia,LVA,2016,2535.6262
Latvia,LVA,2017,2955.1973
Latvia,LVA,2018,3011.4194
Latvia,LVA,2019,3343.5044
Latvia,LVA,2020,1353.6757
Latvia,LVA,2021,778.5793
Lesotho,LSO,1995,63.078922
Lesotho,LSO,1996,91.043846
Lesotho,LSO,1997,85.67425
Lesotho,LSO,1998,70.505844
Lesotho,LSO,1999,60.67453
Lesotho,LSO,2006,5.058714
Lesotho,LSO,2007,4.0333333
Lesotho,LSO,2008,4.009993
Lesotho,LSO,2009,11.945184
Lesotho,LSO,2010,5.4381356
Lesotho,LSO,2011,0.24537626
Lesotho,LSO,2012,51.588486
Lesotho,LSO,2013,54.485455
Libya,LBY,1995,375.23254
Libya,LBY,1996,246.46909
Libya,LBY,1997,176.0381
Libya,LBY,1998,164.22511
Libya,LBY,1999,155.5951
Libya,LBY,2000,153.06155
Libya,LBY,2001,148.59967
Libya,LBY,2002,133.75696
Libya,LBY,2003,147.222
Libya,LBY,2006,14.062409
Libya,LBY,2007,11.152702
Libya,LBY,2008,1.2844437
Lithuania,LTU,1995,520.37897
Lithuania,LTU,1996,716.0085
Lithuania,LTU,1997,728.0311
Lithuania,LTU,1998,783.2462
Lithuania,LTU,1999,834.354
Lithuania,LTU,2000,835.9172
Lithuania,LTU,2001,821.3149
Lithuania,LTU,2002,731.27045
Lithuania,LTU,2003,617.9239
Lithuania,LTU,2007,844.94147
Lithuania,LTU,2008,883.2695
Lithuania,LTU,2009,836.3512
Lithuania,LTU,2010,817.45233
Lithuania,LTU,2011,880.3794
Lithuania,LTU,2012,1005.11206
Lithuania,LTU,2013,1073.9084
Lithuania,LTU,2014,1053.4478
Lithuania,LTU,2015,1004.46594
Lithuania,LTU,2016,1031.4705
Lithuania,LTU,2017,1055.9651
Lithuania,LTU,2018,1143.899
Lithuania,LTU,2019,1149.4927
Lithuania,LTU,2020,477.9686
Lithuania,LTU,2021,411.9639
Macao,MAC,1995,8949.934
Macao,MAC,1996,8560.369
Macao,MAC,1997,7685.058
Macao,MAC,1998,5807.3174
Macao,MAC,1999,5626.0444
Macao,MAC,2000,9180.281
Macao,MAC,2001,10104.093
Macao,MAC,2002,11043.531
Macao,MAC,2003,12061.712
Macao,MAC,2004,17557.031
Macao,MAC,2005,19845.363
Macao,MAC,2006,22545.68
Macao,MAC,2007,27279.29
Macao,MAC,2008,23292.783
Macao,MAC,2009,20903.234
Macao,MAC,2010,23398.234
Macao,MAC,2011,26403.906
Macao,MAC,2012,24889.494
Macao,MAC,2013,25373.2
Macao,MAC,2014,28071.895
Macao,MAC,2015,26667.512
Macao,MAC,2016,24328.78
Macao,MAC,2017,24045.9
Macao,MAC,2018,26591.56
Macao,MAC,2019,31300.666
Macao,MAC,2020,4546.886
Macao,MAC,2021,5838.7803
Madagascar,MDG,1995,0.72102547
Madagascar,MDG,2015,1.5291189
Madagascar,MDG,2016,1.5685079
Madagascar,MDG,2017,1.1463709
Madagascar,MDG,2018,2.5701632
Madagascar,MDG,2019,3.7046273
Madagascar,MDG,2020,0.6660719
Malaysia,MYS,1995,368.2794
Malaysia,MYS,1996,335.733
Malaysia,MYS,1997,300.24692
Malaysia,MYS,1998,244.60649
Malaysia,MYS,1999,267.2937
Malaysia,MYS,2000,304.6831
Malaysia,MYS,2001,434.06564
Malaysia,MYS,2002,309.165
Malaysia,MYS,2003,231.04826
Malaysia,MYS,2004,344.56693
Malaysia,MYS,2005,300.0362
Malaysia,MYS,2006,292.3867
Malaysia,MYS,2007,271.36557
Malaysia,MYS,2008,118.16672
Malaysia,MYS,2009,278.65976
Malaysia,MYS,2019,272.67996
Malaysia,MYS,2020,53.283154
Malaysia,MYS,2021,7.8930426
Maldives,MDV,2000,24.777006
Maldives,MDV,2001,17.401594
Maldives,MDV,2002,10.263674
Maldives,MDV,2003,13.457501
Maldives,MDV,2004,13.238809
Maldives,MDV,2005,13.02834
Maldives,MDV,2006,9.541651
Maldives,MDV,2007,18.453873
Maldives,MDV,2008,5.936656
Maldives,MDV,2009,8.595003
Maldives,MDV,2010,1.3828237
Maldives,MDV,2011,0.5341167
Maldives,MDV,2012,23.22269
Maldives,MDV,2013,4.9907546
Malta,MLT,1995,201.64458
Malta,MLT,1996,179.09471
Malta,MLT,1997,326.60995
