Entity,Code,Year,Employment (total) per 1000 people
Madagascar,MDG,2009,1.2927443
Madagascar,MDG,2010,1.3523966
Madagascar,MDG,2011,1.3964014
Madagascar,MDG,2012,1.4945849
Madagascar,MDG,2013,1.5558708
Madagascar,MDG,2014,1.5692117
Madagascar,MDG,2015,1.5848111
Madagascar,MDG,2016,1.6119163
Madagascar,MDG,2017,1.6998006
Madagascar,MDG,2018,1.7134422
Madagascar,MDG,2019,1.7215621
Madagascar,MDG,2020,1.4348888
Madagascar,MDG,2021,1.7610532
Malaysia,MYS,2010,72.94101
Malaysia,MYS,2011,84.92284
Malaysia,MYS,2012,86.49971
Malaysia,MYS,2013,88.80097
Malaysia,MYS,2014,93.44108
Malaysia,MYS,2015,93.302505
Malaysia,MYS,2016,100.9249
Malaysia,MYS,2017,103.47196
Malaysia,MYS,2018,107.13513
Malaysia,MYS,2019,108.57814
Malaysia,MYS,2020,104.1416
Malaysia,MYS,2021,104.8479
Mali,MLI,2012,1.7411166
Mali,MLI,2013,1.8279775
Mali,MLI,2014,1.801807
Martinique,MTQ,2006,25.773651
Martinique,MTQ,2011,27.056786
Martinique,MTQ,2012,27.240944
Martinique,MTQ,2013,27.40139
Martinique,MTQ,2014,27.425056
Martinique,MTQ,2018,31.485182
Martinique,MTQ,2019,31.704159
Martinique,MTQ,2020,32.127518
Martinique,MTQ,2021,32.2669
Mauritius,MUS,2006,20.397272
Mauritius,MUS,2007,20.935139
Mauritius,MUS,2008,22.811167
Mauritius,MUS,2009,21.642857
Mauritius,MUS,2010,21.616133
Mauritius,MUS,2011,22.24159
Mauritius,MUS,2012,22.639715
Mauritius,MUS,2013,22.793093
Mauritius,MUS,2014,22.932222
Mauritius,MUS,2015,22.915976
Mauritius,MUS,2016,23.804611
Mauritius,MUS,2017,24.008625
Mauritius,MUS,2018,24.214403
Mauritius,MUS,2019,24.338802
Mauritius,MUS,2020,24.85148
Mauritius,MUS,2021,21.447016
Mexico,MEX,1995,17.640099
Mexico,MEX,1996,17.59353
Mexico,MEX,1997,17.855719
Mexico,MEX,1998,18.505657
Mexico,MEX,1999,18.383408
Mexico,MEX,2000,18.476748
Mexico,MEX,2001,18.557486
Mexico,MEX,2002,17.989077
Mexico,MEX,2003,18.00073
Mexico,MEX,2004,17.94991
Mexico,MEX,2005,17.625946
Mexico,MEX,2006,17.60434
Mexico,MEX,2007,18.342875
Mexico,MEX,2008,18.927662
Mexico,MEX,2009,18.453882
Mexico,MEX,2010,18.466015
Mexico,MEX,2011,18.451504
Mexico,MEX,2012,18.41322
Mexico,MEX,2013,18.356821
Mexico,MEX,2014,18.360487
Mexico,MEX,2015,18.394655
Mexico,MEX,2016,18.450777
Mexico,MEX,2017,18.550446
Mexico,MEX,2018,18.42174
Mexico,MEX,2019,18.27304
Mexico,MEX,2020,15.918088
Moldova,MDA,2008,0.83936185
Moldova,MDA,2009,0.77343726
Moldova,MDA,2010,0.7884321
Moldova,MDA,2011,0.80664563
Moldova,MDA,2012,0.88389677
Moldova,MDA,2013,0.8780834
Moldova,MDA,2014,0.9286058
Moldova,MDA,2015,0.94587463
Moldova,MDA,2016,0.96120304
Moldova,MDA,2017,0.9746849
Moldova,MDA,2018,1.0185118
Moldova,MDA,2019,1.0934248
Moldova,MDA,2020,0.8104127
Moldova,MDA,2021,0.8492544
Monaco,MCO,2013,166.4363
Monaco,MCO,2014,160.51808
Monaco,MCO,2015,152.25252
Monaco,MCO,2016,148.28795
Monaco,MCO,2017,205.02307
Monaco,MCO,2018,210.52632
Monaco,MCO,2019,213.17358
Monaco,MCO,2020,194.89484
Monaco,MCO,2021,196.11581
Mongolia,MNG,2010,2.5946088
Mongolia,MNG,2011,3.1210527
Mongolia,MNG,2012,3.4347365
Mongolia,MNG,2013,4.6637096
Mongolia,MNG,2014,4.2462068
Mongolia,MNG,2015,4.627025
Mongolia,MNG,2016,4.60331
Mongolia,MNG,2017,4.432123
Mongolia,MNG,2018,5.127064
Mongolia,MNG,2019,5.2901297
Mongolia,MNG,2020,3.8550968
Mongolia,MNG,2021,4.450708
Montenegro,MNE,2005,17.380724
Montenegro,MNE,2006,17.389902
Montenegro,MNE,2007,17.406963
Montenegro,MNE,2008,23.75391
Montenegro,MNE,2009,25.349064
Montenegro,MNE,2010,20.60065
Montenegro,MNE,2011,18.993322
Montenegro,MNE,2012,20.535406
Montenegro,MNE,2013,22.083725
Montenegro,MNE,2014,22.07154
Montenegro,MNE,2015,22.703003
Montenegro,MNE,2016,23.187801
Montenegro,MNE,2017,23.717478
Montenegro,MNE,2018,25.376152
Montenegro,MNE,2019,29.108364
Morocco,MAR,2008,12.075234
Morocco,MAR,2009,12.857771
Morocco,MAR,2010,13.337496
Morocco,MAR,2011,13.980187
Morocco,MAR,2012,14.541784
Morocco,MAR,2013,14.791355
Morocco,MAR,2014,14.745125
Morocco,MAR,2015,14.6191845
Morocco,MAR,2016,14.669326
Morocco,MAR,2017,14.974056
Morocco,MAR,2018,15.2529335
Morocco,MAR,2019,15.562848
Mozambique,MOZ,2010,1.4605353
Mozambique,MOZ,2011,1.7676452
Mozambique,MOZ,2012,1.8499148
Mozambique,MOZ,2016,1.5850378
Namibia,NAM,2011,10.270392
Namibia,NAM,2012,22.19173
Namibia,NAM,2013,18.824986
Namibia,NAM,2014,16.896954
Namibia,NAM,2015,19.581997
Namibia,NAM,2016,18.249502
Netherlands,NLD,2019,38.973095
New Zealand,NZL,2000,23.28244
New Zealand,NZL,2001,23.640041
New Zealand,NZL,2002,24.37584
New Zealand,NZL,2003,25.144629
New Zealand,NZL,2004,26.04489
New Zealand,NZL,2005,26.067186
New Zealand,NZL,2006,22.224955
New Zealand,NZL,2007,38.86775
New Zealand,NZL,2008,39.382805
New Zealand,NZL,2009,37.635223
New Zealand,NZL,2010,36.63308
New Zealand,NZL,2011,36.63318
New Zealand,NZL,2012,36.596275
New Zealand,NZL,2013,36.579002
New Zealand,NZL,2014,35.30638
New Zealand,NZL,2015,36.544315
New Zealand,NZL,2016,36.824497
New Zealand,NZL,2017,38.5778
New Zealand,NZL,2018,38.338104
New Zealand,NZL,2019,38.374416
New Zealand,NZL,2020,38.015224
New Zealand,NZL,2021,34.03688
Nicaragua,NIC,2010,5.9770455
Nicaragua,NIC,2011,6.2262793
Nicaragua,NIC,2012,7.130296
Nicaragua,NIC,2013,7.843936
Nicaragua,NIC,2014,7.731112
Nicaragua,NIC,2015,7.5413465
Nicaragua,NIC,2016,8.248246
Nicaragua,NIC,2017,8.687555
Nicaragua,NIC,2018,7.9881516
Nicaragua,NIC,2019,7.082919
Nicaragua,NIC,2020,6.986486
Nicaragua,NIC,2021,7.0067406
Nigeria,NGA,2014,4.9141755
Nigeria,NGA,2015,5.8854613
Nigeria,NGA,2016,7.5763144
Nigeria,NGA,2017,7.5345263
Nigeria,NGA,2018,7.4954276
Nigeria,NGA,2019,7.4602385
Nigeria,NGA,2020,1.8158916
Nigeria,NGA,2021,1.8331658
Norway,NOR,2006,28.298157
Norway,NOR,2007,29.301964
Norway,NOR,2008,29.547121
Norway,NOR,2009,29.818634
Norway,NOR,2010,29.490278
Norway,NOR,2011,30.584034
Norway,NOR,2012,30.483809
Norway,NOR,2013,30.291298
Norway,NOR,2014,30.537613
Norway,NOR,2015,30.672264
Norway,NOR,2016,31.03164
Norway,NOR,2017,33.292934
Norway,NOR,2018,33.69525
Norway,NOR,2019,34.17918
Palestine,PSE,2007,2.8510857
Palestine,PSE,2009,4.0006146
Palestine,PSE,2010,4.023262
Palestine,PSE,2011,3.9104671
Palestine,PSE,2012,5.52082
Palestine,PSE,2013,4.9511886
Palestine,PSE,2014,6.049575
Palestine,PSE,2015,4.8387656
Palestine,PSE,2016,6.225708
Palestine,PSE,2017,7.2325745
Palestine,PSE,2018,7.262438
Palestine,PSE,2019,8.472894
Palestine,PSE,2020,7.23193
Palestine,PSE,2021,7.9479594
Panama,PAN,1998,19.786987
Panama,PAN,1999,23.799202
Panama,PAN,2000,28.015102
Panama,PAN,2001,28.543997
Panama,PAN,2002,29.864214
Panama,PAN,2003,30.600763
Panama,PAN,2004,32.31729
Panama,PAN,2005,33.80134
Panama,PAN,2006,33.21046
Panama,PAN,2007,34.681297
Panama,PAN,2008,36.5152
Panama,PAN,2009,36.06962
Panama,PAN,2010,35.81251
Panama,PAN,2011,35.43545
Panama,PAN,2012,35.14981
Panama,PAN,2013,34.811203
Panama,PAN,2014,34.4392
Panama,PAN,2015,34.072662
Panama,PAN,2016,33.733383
Panama,PAN,2017,33.70962
Panama,PAN,2018,33.382805
Panama,PAN,2019,33.22309
Panama,PAN,2020,32.80395
Panama,PAN,2021,32.508484
Paraguay,PRY,2006,0.6748355
Paraguay,PRY,2007,0.68728054
Paraguay,PRY,2008,0.7980295
Paraguay,PRY,2009,0.85540247
Paraguay,PRY,2010,0.9742368
Paraguay,PRY,2011,1.2833812
Paraguay,PRY,2012,1.33371
Paraguay,PRY,2013,1.4985874
Paraguay,PRY,2014,1.592585
Paraguay,PRY,2015,1.7157784
Paraguay,PRY,2016,1.803204
Paraguay,PRY,2017,1.7937485
Paraguay,PRY,2018,1.6761501
Paraguay,PRY,2019,1.8682919
Paraguay,PRY,2020,1.4806533
Paraguay,PRY,2021,1.4171063
Philippines,PHL,2000,33.851463
Philippines,PHL,2001,34.209892
Philippines,PHL,2002,34.434155
Philippines,PHL,2003,35.4461
Philippines,PHL,2004,36.36793
Philippines,PHL,2005,36.35468
Philippines,PHL,2006,39.236954
Philippines,PHL,2007,39.626457
Philippines,PHL,2008,39.911312
Philippines,PHL,2009,42.088524
Philippines,PHL,2010,43.598305
Philippines,PHL,2011,44.28163
Philippines,PHL,2012,46.52547
Philippines,PHL,2013,47.231644
Philippines,PHL,2014,47.559734
Philippines,PHL,2015,48.247448
Philippines,PHL,2016,49.81155
Philippines,PHL,2017,49.363632
Philippines,PHL,2018,49.415657
Philippines,PHL,2019,51.811546
Philippines,PHL,2020,41.723495
Philippines,PHL,2021,42.983715
Poland,POL,2005,15.737801
Poland,POL,2006,16.281347
Poland,POL,2008,17.828363
Poland,POL,2010,1.9146389
Portugal,PRT,2005,37.630825
Portugal,PRT,2006,38.50949
Portugal,PRT,2007,38.885822
Portugal,PRT,2008,39.730885
Portugal,PRT,2011,32.399418
Portugal,PRT,2012,30.87791
Portugal,PRT,2013,30.624863
Portugal,PRT,2014,31.618757
Portugal,PRT,2015,35.97533
Portugal,PRT,2016,37.724705
Portugal,PRT,2017,41.096176
Portugal,PRT,2018,44.65573
Portugal,PRT,2019,41.93424
Portugal,PRT,2020,38.385403
Puerto Rico,PRI,2016,24.87805
Puerto Rico,PRI,2017,24.625662
Puerto Rico,PRI,2018,23.830547
Puerto Rico,PRI,2019,25.661366
Puerto Rico,PRI,2020,18.370384
Reunion,REU,2005,11.215549
Reunion,REU,2006,10.7207365
Reunion,REU,2007,11.656876
Reunion,REU,2008,11.671825
Reunion,REU,2009,11.938409
Reunion,REU,2010,12.3407
Reunion,REU,2011,12.650633
Reunion,REU,2012,12.5256605
Reunion,REU,2013,13.011329
Reunion,REU,2014,12.899036
Reunion,REU,2015,13.658522
Reunion,REU,2016,14.029363
Reunion,REU,2017,14.366199
Reunion,REU,2018,13.281074
Reunion,REU,2019,15.693743
Reunion,REU,2020,16.182428
Romania,ROU,2005,16.16953
Romania,ROU,2006,16.940893
Romania,ROU,2007,18.440216
Romania,ROU,2008,19.390688
Romania,ROU,2009,19.109446
Romania,ROU,2010,18.495012
Romania,ROU,2011,19.663422
Romania,ROU,2014,17.472387
Romania,ROU,2015,17.21861
Romania,ROU,2016,18.774591
Russia,RUS,2008,3.9083478
Russia,RUS,2009,3.5491202
Russia,RUS,2010,3.5125237
Russia,RUS,2011,3.4819558
Russia,RUS,2012,3.424105
Russia,RUS,2013,3.326302
Russia,RUS,2014,3.4722927
Russia,RUS,2015,9.251503
San Marino,SMR,2001,21.63901
San Marino,SMR,2002,21.040222
San Marino,SMR,2003,20.260593
San Marino,SMR,2004,20.705284
San Marino,SMR,2005,20.419912
San Marino,SMR,2006,21.178667
San Marino,SMR,2007,24.148708
San Marino,SMR,2008,26.03404
San Marino,SMR,2010,26.524612
San Marino,SMR,2011,26.723661
San Marino,SMR,2012,26.842804
San Marino,SMR,2013,27.922058
San Marino,SMR,2014,28.250786
San Marino,SMR,2015,29.589499
San Marino,SMR,2016,29.533373
San Marino,SMR,2017,29.341862
San Marino,SMR,2018,29.25773
San Marino,SMR,2019,29.237202
San Marino,SMR,2020,34.37335
San Marino,SMR,2021,41.45446
Sao Tome and Principe,STP,2016,8.96208
Saudi Arabia,SAU,2004,14.09529
Saudi Arabia,SAU,2005,13.619098
Saudi Arabia,SAU,2006,14.007675
Saudi Arabia,SAU,2007,16.157574
Saudi Arabia,SAU,2008,17.003172
Saudi Arabia,SAU,2009,21.643354
Saudi Arabia,SAU,2010,21.396385
Saudi Arabia,SAU,2011,20.87317
Saudi Arabia,SAU,2012,22.650188
Saudi Arabia,SAU,2013,25.317873
Saudi Arabia,SAU,2014,25.901485
Saudi Arabia,SAU,2015,14.571706
Saudi Arabia,SAU,2016,15.479854
Saudi Arabia,SAU,2017,17.620161
Saudi Arabia,SAU,2018,17.740612
Saudi Arabia,SAU,2019,17.953722
Saudi Arabia,SAU,2020,20.38286
Saudi Arabia,SAU,2021,22.806452
Senegal,SEN,2010,7.9807644
Senegal,SEN,2011,7.766461
Senegal,SEN,2012,7.557528
Senegal,SEN,2013,7.3553367
Senegal,SEN,2014,7.1580353
Senegal,SEN,2015,6.965636
Senegal,SEN,2016,6.779038
Senegal,SEN,2017,6.5972667
Serbia,SRB,2006,11.392221
Serbia,SRB,2007,10.002345
Serbia,SRB,2008,11.498419
Serbia,SRB,2009,10.028567
Serbia,SRB,2010,19.964073
Serbia,SRB,2011,17.583168
Serbia,SRB,2012,16.795416
Serbia,SRB,2013,16.86342
Serbia,SRB,2014,17.948122
Serbia,SRB,2015,20.61307
Serbia,SRB,2016,20.431618
Serbia,SRB,2017,21.420298
Serbia,SRB,2018,22.18239
Serbia,SRB,2019,21.942814
Serbia,SRB,2020,20.168497
Serbia,SRB,2021,17.555712
Sierra Leone,SLE,2007,0.4349093
Sierra Leone,SLE,2008,0.53161615
Sierra Leone,SLE,2009,0.4696602
Sierra Leone,SLE,2010,0.5670608
Sierra Leone,SLE,2011,0.7088209
Sierra Leone,SLE,2012,0.88147855
Sierra Leone,SLE,2013,1.4932086
Sierra Leone,SLE,2014,0.85047686
Sierra Leone,SLE,2015,0.6015219
Sierra Leone,SLE,2017,4.6499085
Sierra Leone,SLE,2018,4.9101377
Sierra Leone,SLE,2019,4.7720656
Sierra Leone,SLE,2020,4.8943567
Sierra Leone,SLE,2021,4.892739
Slovakia,SVK,2005,16.889091
Slovakia,SVK,2006,16.16945
Slovakia,SVK,2007,16.900997
Slovakia,SVK,2008,17.262392
Slovakia,SVK,2009,18.445206
Slovakia,SVK,2010,17.548645
Slovakia,SVK,2011,19.786455
Slovakia,SVK,2012,21.278236
Slovakia,SVK,2013,20.665796
Slovakia,SVK,2014,22.547907
Slovakia,SVK,2015,22.896336
Slovakia,SVK,2016,23.34657
Slovakia,SVK,2017,24.395992
Slovakia,SVK,2018,25.060835
Slovakia,SVK,2019,26.03626
Slovenia,SVN,1998,22.574205
Slovenia,SVN,1999,24.017464
Slovenia,SVN,2000,24.383938
Slovenia,SVN,2001,24.362305
Slovenia,SVN,2002,24.502348
Slovenia,SVN,2003,24.436857
Slovenia,SVN,2004,24.776497
Slovenia,SVN,2005,25.331457
Slovenia,SVN,2006,25.835615
Slovenia,SVN,2007,26.791813
Slovenia,SVN,2008,28.048655
Slovenia,SVN,2009,25.723782
Slovenia,SVN,2010,24.612429
Slovenia,SVN,2011,24.389277
Slovenia,SVN,2012,23.858044
Slovenia,SVN,2013,23.403112
Slovenia,SVN,2014,24.145473
Slovenia,SVN,2015,24.749323
Slovenia,SVN,2016,25.88492
Slovenia,SVN,2017,26.734707
Slovenia,SVN,2018,27.636232
Slovenia,SVN,2019,28.018297
Slovenia,SVN,2020,24.649988
Slovenia,SVN,2021,26.626776
South Africa,ZAF,2005,10.3511715
South Africa,ZAF,2006,11.187983
South Africa,ZAF,2007,11.394429
South Africa,ZAF,2008,12.004157
South Africa,ZAF,2009,10.826491
South Africa,ZAF,2010,10.954925
South Africa,ZAF,2011,11.877585
South Africa,ZAF,2012,12.162942
South Africa,ZAF,2013,12.230478
South Africa,ZAF,2014,12.58004
South Africa,ZAF,2015,11.373296
South Africa,ZAF,2016,11.174665
South Africa,ZAF,2017,10.167509
South Africa,ZAF,2018,10.668015
South Africa,ZAF,2019,13.316218
South Korea,KOR,2011,4.161084
South Korea,KOR,2012,4.6278586
South Korea,KOR,2013,4.5350904
South Korea,KOR,2014,4.5571384
South Korea,KOR,2015,4.6201153
South Korea,KOR,2016,5.10427
South Korea,KOR,2017,5.4414887
South Korea,KOR,2018,5.178329
South Korea,KOR,2019,5.32007
South Korea,KOR,2020,3.6821516
Spain,ESP,1996,39.37027
Spain,ESP,1997,40.748684
Spain,ESP,1998,41.77276
Spain,ESP,1999,43.72063
Spain,ESP,2000,47.086063
Spain,ESP,2001,47.746
Spain,ESP,2002,50.02489
Spain,ESP,2003,51.214096
Spain,ESP,2004,52.077587
Spain,ESP,2005,53.69111
Spain,ESP,2006,56.23706
Spain,ESP,2007,56.928288
Spain,ESP,2008,57.07107
Spain,ESP,2009,46.55173
Spain,ESP,2010,46.2082
Spain,ESP,2011,46.243046
Spain,ESP,2012,44.422558
Spain,ESP,2013,44.707924
Spain,ESP,2014,47.413437
Spain,ESP,2015,50.01578
Spain,ESP,2016,52.67108
Spain,ESP,2017,53.89814
Spain,ESP,2018,55.667583
Spain,ESP,2019,56.72485
Spain,ESP,2020,49.271797
Spain,ESP,2021,49.85582
Sri Lanka,LKA,2008,2.5291784
Sri Lanka,LKA,2009,2.542221
Sri Lanka,LKA,2010,2.66216
Sri Lanka,LKA,2011,2.770216
Sri Lanka,LKA,2012,3.225937
Sri Lanka,LKA,2013,5.3237395
Sri Lanka,LKA,2014,6.110799
Sri Lanka,LKA,2015,6.3707156
Sri Lanka,LKA,2016,6.8196793
Sri Lanka,LKA,2017,7.270672
Sri Lanka,LKA,2018,7.831206
Sri Lanka,LKA,2019,8.01823
Sri Lanka,LKA,2020,8.104507
Sri Lanka,LKA,2021,8.152135
Sweden,SWE,2015,13.808026
Sweden,SWE,2016,13.904905
Sweden,SWE,2017,28.275463
Sweden,SWE,2018,28.241638
Sweden,SWE,2019,27.707651
Sweden,SWE,2020,23.57033
Sweden,SWE,2021,22.690155
Switzerland,CHE,2001,19.863205
Switzerland,CHE,2002,19.432476
Switzerland,CHE,2003,19.302309
Switzerland,CHE,2004,19.441406
Switzerland,CHE,2005,19.129192
Switzerland,CHE,2006,19.210667
Switzerland,CHE,2007,19.5839
Switzerland,CHE,2008,20.174679
Switzerland,CHE,2009,19.613668
Switzerland,CHE,2010,19.623024
Switzerland,CHE,2011,19.453955
Switzerland,CHE,2012,19.63546
Switzerland,CHE,2013,19.521856
Switzerland,CHE,2014,19.663422
Switzerland,CHE,2015,19.92336
Switzerland,CHE,2016,19.77809
Switzerland,CHE,2017,20.043333
Switzerland,CHE,2018,20.247976
Switzerland,CHE,2019,20.25516
Switzerland,CHE,2020,18.834051
Taiwan,TWN,2010,5.9047565
Taiwan,TWN,2011,6.2653728
Taiwan,TWN,2012,6.658327
Taiwan,TWN,2013,6.8794565
Taiwan,TWN,2014,7.330557
Taiwan,TWN,2015,7.8767834
Taiwan,TWN,2016,8.35365
Taiwan,TWN,2017,4.255224
Taiwan,TWN,2018,4.2821884
Taiwan,TWN,2019,4.424306
Taiwan,TWN,2020,4.319633
Taiwan,TWN,2021,4.195323
Tajikistan,TJK,2012,2.3377457
Tajikistan,TJK,2013,2.3842847
Tajikistan,TJK,2015,2.44015
Tajikistan,TJK,2016,2.4526305
Tajikistan,TJK,2017,2.4760437
Tajikistan,TJK,2018,2.6182797
Thailand,THA,2013,58.486374
Thailand,THA,2014,58.454044
Thailand,THA,2015,59.294903
Thailand,THA,2016,60.30136
Trinidad and Tobago,TTO,2012,19.575232
Trinidad and Tobago,TTO,2013,19.087532
Trinidad and Tobago,TTO,2014,18.95685
Trinidad and Tobago,TTO,2015,18.833294
Trinidad and Tobago,TTO,2016,19.396544
Trinidad and Tobago,TTO,2017,15.893241
Trinidad and Tobago,TTO,2018,15.617659
Trinidad and Tobago,TTO,2019,34.079845
Trinidad and Tobago,TTO,2020,26.084517
Trinidad and Tobago,TTO,2021,28.905315
Turkey,TUR,2012,14.612612
Turkey,TUR,2013,16.036331
Turkey,TUR,2014,15.977045
Turkey,TUR,2015,17.175966
Turkey,TUR,2016,17.835234
Turkey,TUR,2017,18.49194
Turkey,TUR,2018,19.876993
Turkey,TUR,2019,20.052301
Turkey,TUR,2020,16.104986
Turkey,TUR,2021,16.95067
Uganda,UGA,2010,14.121078
Uganda,UGA,2011,14.635507
Uganda,UGA,2012,13.885446
Uganda,UGA,2013,15.623597
Uganda,UGA,2014,16.305899
Uganda,UGA,2015,31.298899
United Arab Emirates,ARE,2017,26.355555
United Arab Emirates,ARE,2018,63.434254
United Arab Emirates,ARE,2019,68.93437
United Arab Emirates,ARE,2020,47.597866
United Arab Emirates,ARE,2021,54.324177
United Kingdom,GBR,2007,44.514687
United Kingdom,GBR,2008,44.43091
United Kingdom,GBR,2009,42.54897
United Kingdom,GBR,2010,41.785435
United Kingdom,GBR,2011,42.21679
United Kingdom,GBR,2012,42.462177
United Kingdom,GBR,2013,42.12763
United Kingdom,GBR,2014,44.80227
United Kingdom,GBR,2015,42.87968
United Kingdom,GBR,2016,41.777344
United States,USA,1998,21.785862
United States,USA,1999,21.945936
United States,USA,2000,22.090591
United States,USA,2001,21.1621
United States,USA,2002,20.502241
United States,USA,2003,19.983898
United States,USA,2004,20.025558
United States,USA,2005,19.909666
United States,USA,2006,19.689157
United States,USA,2007,18.485878
United States,USA,2008,17.759188
United States,USA,2009,15.922601
United States,USA,2010,15.7928
United States,USA,2011,16.266506
United States,USA,2012,16.572252
United States,USA,2013,17.089924
United States,USA,2014,17.303324
United States,USA,2015,17.524105
United States,USA,2016,17.692867
United States,USA,2017,17.692383
United States,USA,2018,18.37478
United States,USA,2019,18.156275
United States,USA,2020,11.570449
United States Virgin Islands,VIR,2000,80.03771
United States Virgin Islands,VIR,2001,83.50383
United States Virgin Islands,VIR,2002,82.697556
United States Virgin Islands,VIR,2003,78.08729
United States Virgin Islands,VIR,2004,81.70816
United States Virgin Islands,VIR,2005,81.64396
United States Virgin Islands,VIR,2006,80.661964
United States Virgin Islands,VIR,2007,82.40397
United States Virgin Islands,VIR,2008,81.53587
United States Virgin Islands,VIR,2009,75.49119
United States Virgin Islands,VIR,2010,78.33902
United States Virgin Islands,VIR,2011,80.28173
United States Virgin Islands,VIR,2012,79.14678
United States Virgin Islands,VIR,2013,78.821945
United States Virgin Islands,VIR,2014,79.02856
United States Virgin Islands,VIR,2015,79.361534
United States Virgin Islands,VIR,2016,82.38053
United States Virgin Islands,VIR,2017,71.98115
United States Virgin Islands,VIR,2018,50.23822
Uruguay,URY,2008,36.5676
Uruguay,URY,2009,37.925507
Uruguay,URY,2010,39.849037
Uruguay,URY,2011,43.728775
Uruguay,URY,2012,28.417738
Uruguay,URY,2013,29.545837
Uruguay,URY,2014,32.16714
Uruguay,URY,2015,32.149807
Uruguay,URY,2016,33.101254
Uruguay,URY,2017,33.12192
Uruguay,URY,2018,33.600384
Uruguay,URY,2019,36.86838
Uzbekistan,UZB,2014,1.3893204
Uzbekistan,UZB,2015,1.3732085
Uzbekistan,UZB,2016,1.4402179
Uzbekistan,UZB,2017,1.5526356
Uzbekistan,UZB,2018,1.5408521
Uzbekistan,UZB,2019,1.5525998
Zambia,ZMB,2012,3.0039346
Zambia,ZMB,2013,3.763511
Zambia,ZMB,2014,3.6220446
Zambia,ZMB,2015,3.5294304
Zambia,ZMB,2016,3.5067897
Zambia,ZMB,2017,3.315228
Zambia,ZMB,2018,3.246206
Zambia,ZMB,2019,3.1622682
Zambia,ZMB,2020,4.866039